R1138TS076_3.pdb     -4042.040263 kBT
R1138TS054_4.pdb     -4187.385372 kBT
R1138TS489_3.pdb     -5757.964452 kBT
R1138TS434_5.pdb     -3314.145910 kBT
R1138TS097_3.pdb     -1323.524665 kBT
R1138TS054_5.pdb     -4520.959824 kBT
R1138TS392_1.pdb     -3161.301593 kBT
R1138TS470_3.pdb     -5272.043767 kBT
R1138TS439_1.pdb     -4357.254584 kBT
R1138TS125_4.pdb     -4489.497970 kBT
R1138TS128_1.pdb     -3879.366607 kBT
R1138TS470_4.pdb     -5715.319119 kBT
R1138TS489_1.pdb     -5665.248022 kBT
R1138TS385_1.pdb     -3105.484695 kBT
R1138TS035_2.pdb     -3070.636035 kBT
R1138TS076_5.pdb     -4578.795600 kBT
R1138TS248_5.pdb     -2977.265857 kBT
R1138TS185_1.pdb     -3350.981686 kBT
R1138TS392_2.pdb     -4240.382433 kBT
R1138TS131_4.pdb     -1850.219316 kBT
R1138TS238_4.pdb     -5070.663988 kBT
R1138TS392_5.pdb     -4200.866534 kBT
R1138TS287_3.pdb     -4260.838485 kBT
R1138TS416_4.pdb     -4578.795600 kBT
R1138TS238_1.pdb     268.016767 kBT
R1138TS287_2.pdb     -3438.737311 kBT
R1138TS054_1.pdb     -4627.455342 kBT
R1138TS054_2.pdb     -4360.161346 kBT
R1138TS439_2.pdb     -4303.650029 kBT
R1138TS489_2.pdb     -5582.511305 kBT
R1138TS081_2.pdb     -4637.795059 kBT
R1138TS434_3.pdb     -3351.885041 kBT
