R1149TS239_4.pdb     -1427.620225 kBT
R1149TS229_4.pdb     -1174.978469 kBT
R1149TS229_2.pdb     -1164.996486 kBT
R1149TS110_4.pdb     -1747.345687 kBT
R1149TS091_1.pdb     -786.296191 kBT
R1149TS081_2.pdb     -1687.184639 kBT
R1149TS128_4.pdb     -1749.421728 kBT
R1149TS239_2.pdb     -1142.031756 kBT
R1149TS097_2.pdb     -607.514884 kBT
R1149TS125_4.pdb     -1565.590227 kBT
R1149TS091_5.pdb     -809.189684 kBT
R1149TS119_1.pdb     -1749.293557 kBT
R1149TS119_2.pdb     -1855.972617 kBT
R1149TS232_1.pdb     -1966.203388 kBT
R1149TS147_5.pdb     -1681.394796 kBT
R1149TS235_4.pdb     -1485.077132 kBT
R1149TS029_1.pdb     -1416.041885 kBT
R1149TS385_3.pdb     -1039.981172 kBT
R1149TS091_4.pdb     -729.201426 kBT
R1149TS185_4.pdb     -1268.329938 kBT
R1149TS177_1.pdb     -2094.867905 kBT
R1149TS035_3.pdb     -1956.683819 kBT
R1149TS392_1.pdb     -1233.061089 kBT
R1149TS229_1.pdb     -1237.452160 kBT
R1149TS392_4.pdb     -1462.970967 kBT
R1149TS054_1.pdb     -1843.552690 kBT
R1149TS489_4.pdb     -1039.679813 kBT
R1149TS287_1.pdb     -1584.837784 kBT
R1149TS227_2.pdb     -1704.599472 kBT
R1149TS054_2.pdb     -1946.058558 kBT
R1149TS131_1.pdb     -588.110216 kBT
R1149TS227_4.pdb     -1696.475357 kBT
R1149TS128_2.pdb     -1755.713945 kBT
R1149TS035_4.pdb     -1887.127288 kBT
R1149TS227_5.pdb     -1575.701154 kBT
R1149TS035_2.pdb     -1928.419673 kBT
R1149TS227_3.pdb     -1656.846103 kBT
R1149TS128_3.pdb     -1686.711061 kBT
R1149TS248_5.pdb     -1935.925636 kBT
R1149TS235_3.pdb     -1446.874080 kBT
R1149TS110_3.pdb     -1730.719102 kBT
R1149TS076_2.pdb     -1816.357643 kBT
R1149TS185_1.pdb     -1263.733452 kBT
R1149TS235_5.pdb     -1572.324138 kBT
R1149TS232_3.pdb     -2054.035220 kBT
R1149TS245_1.pdb     -1133.697550 kBT
R1149TS385_2.pdb     -1137.933954 kBT
R1149TS131_4.pdb     -754.827048 kBT
R1149TS131_5.pdb     -713.948673 kBT
R1149TS125_5.pdb     -1468.968147 kBT
R1149TS489_5.pdb     -1064.743151 kBT
R1149TS131_3.pdb     -913.343678 kBT
