R1136TS054_1.pdb     -1024.311926 kBT
R1136TS076_1.pdb     -1149.578351 kBT
R1136TS119_2.pdb     -1171.444095 kBT
R1136TS097_4.pdb     -362.431085 kBT
R1136TS325_3.pdb     -1427.589102 kBT
R1136TS029_1.pdb     -736.436807 kBT
R1136TS125_3.pdb     -1057.971783 kBT
R1136TS248_1.pdb     -759.681026 kBT
R1136TS081_5.pdb     -1197.348597 kBT
R1136TS489_1.pdb     -915.803106 kBT
R1136TS029_3.pdb     -802.123198 kBT
R1136TS035_1.pdb     -752.116340 kBT
R1136TS385_1.pdb     -719.867422 kBT
R1136TS325_4.pdb     -1427.589102 kBT
