387dA_M141.pdb     -85.399040 kBT
387dA_M166.pdb     -83.876069 kBT
387dA_M479.pdb     -74.477041 kBT
387dA_M432.pdb     -91.972403 kBT
387dA_M83.pdb     -126.306305 kBT
387dA_M485.pdb     -118.632786 kBT
387dA_M335.pdb     -74.680717 kBT
387dA_M415.pdb     -80.245305 kBT
387dA_M189.pdb     -116.070676 kBT
387dA_M136.pdb     -112.064862 kBT
387dA_M126.pdb     -109.114601 kBT
387dA_M496.pdb     -95.470058 kBT
387dA_M182.pdb     -92.519530 kBT
387dA_M338.pdb     -115.235778 kBT
387dA_M460.pdb     -129.807982 kBT
387dA_M213.pdb     -97.626679 kBT
387dA_M177.pdb     -129.198065 kBT
387dA_M112.pdb     -67.481440 kBT
387dA_M49.pdb     -147.668597 kBT
387dA_M227.pdb     -96.098180 kBT
387dA_M58.pdb     -126.074074 kBT
387dA_M383.pdb     -97.238057 kBT
387dA_M2.pdb     -156.020083 kBT
387dA_M321.pdb     -63.033229 kBT
387dA_M12.pdb     -153.938723 kBT
387dA_M214.pdb     -97.033424 kBT
387dA_M413.pdb     -78.005604 kBT
387dA_M180.pdb     -99.914390 kBT
387dA_M352.pdb     -85.682648 kBT
387dA_M281.pdb     -87.714562 kBT
387dA_M491.pdb     -76.891047 kBT
387dA_M458.pdb     -96.451281 kBT
387dA_M392.pdb     -99.347916 kBT
387dA_M322.pdb     -83.651526 kBT
387dA_M393.pdb     -104.926045 kBT
387dA_M199.pdb     -124.424438 kBT
387dA_M464.pdb     -78.477051 kBT
387dA_M326.pdb     -111.850594 kBT
387dA_M179.pdb     -96.445354 kBT
387dA_M370.pdb     -126.864022 kBT
387dA_M240.pdb     -109.594664 kBT
387dA_M436.pdb     -79.413936 kBT
387dA_M304.pdb     -131.747747 kBT
387dA_M399.pdb     -74.124833 kBT
387dA_M263.pdb     -111.101782 kBT
387dA_M293.pdb     -98.012250 kBT
387dA_M402.pdb     -77.168261 kBT
387dA_M364.pdb     -123.246531 kBT
387dA_M26.pdb     -132.228068 kBT
387dA_M291.pdb     -109.007310 kBT
387dA_M245.pdb     -95.438209 kBT
387dA_M461.pdb     -69.311169 kBT
387dA_M92.pdb     -120.425168 kBT
387dA_M366.pdb     -85.505519 kBT
387dA_M101.pdb     -112.398616 kBT
387dA_M430.pdb     -94.975202 kBT
387dA_M251.pdb     -120.438415 kBT
387dA_M439.pdb     -100.584603 kBT
387dA_M324.pdb     -126.741188 kBT
387dA_M1.pdb     -137.955337 kBT
387dA_M165.pdb     -100.258524 kBT
387dA_M256.pdb     -58.450569 kBT
387dA_M82.pdb     -118.037217 kBT
387dA_M332.pdb     -90.197005 kBT
387dA_M154.pdb     -102.289893 kBT
387dA_M80.pdb     -86.478614 kBT
387dA_M90.pdb     -95.784421 kBT
387dA_M185.pdb     -87.787264 kBT
387dA_M15.pdb     -145.990502 kBT
387dA_M360.pdb     -72.177656 kBT
387dA_M412.pdb     -99.687082 kBT
387dA_M361.pdb     -99.993730 kBT
387dA_M134.pdb     -91.883444 kBT
387dA_M337.pdb     -119.947184 kBT
387dA_M336.pdb     -81.255044 kBT
387dA_M143.pdb     -118.091258 kBT
387dA_M175.pdb     -109.719385 kBT
387dA_M457.pdb     -96.818114 kBT
387dA_M122.pdb     -102.591344 kBT
387dA_M488.pdb     -69.754006 kBT
387dA_M451.pdb     -84.806535 kBT
387dA_M32.pdb     -139.450913 kBT
387dA_M50.pdb     -124.846370 kBT
387dA_M474.pdb     -59.540321 kBT
387dA_M282.pdb     -125.447850 kBT
387dA_M142.pdb     -99.761703 kBT
387dA_M174.pdb     -112.883039 kBT
387dA_M472.pdb     -70.314084 kBT
387dA_M45.pdb     -134.092945 kBT
387dA_M270.pdb     -106.059257 kBT
387dA_M151.pdb     -105.363956 kBT
387dA_M117.pdb     -99.577742 kBT
387dA_M317.pdb     -53.826119 kBT
387dA_M333.pdb     -92.898292 kBT
387dA_M470.pdb     -81.770378 kBT
387dA_M195.pdb     -99.710231 kBT
387dA_M301.pdb     -90.355366 kBT
387dA_M91.pdb     -117.636551 kBT
387dA_M246.pdb     -131.030312 kBT
387dA_M495.pdb     -106.754827 kBT
387dA_M111.pdb     -102.847280 kBT
387dA_M202.pdb     -109.134700 kBT
387dA_M57.pdb     -108.578776 kBT
387dA_M129.pdb     -106.962159 kBT
387dA_M339.pdb     -81.269660 kBT
387dA_M344.pdb     -113.749313 kBT
387dA_M279.pdb     -99.395376 kBT
387dA_M231.pdb     -114.558243 kBT
387dA_M8.pdb     -156.045386 kBT
387dA_M248.pdb     -71.179242 kBT
387dA_M275.pdb     -100.450516 kBT
387dA_M54.pdb     -105.689446 kBT
387dA_M427.pdb     -57.322208 kBT
387dA_M147.pdb     -100.943272 kBT
387dA_M489.pdb     -59.123787 kBT
387dA_M123.pdb     -120.482815 kBT
387dA_M359.pdb     -104.282447 kBT
387dA_M38.pdb     -134.244525 kBT
387dA_M6.pdb     -153.832081 kBT
387dA_M106.pdb     -93.101226 kBT
387dA_M9.pdb     -157.791287 kBT
387dA_M267.pdb     -93.544727 kBT
387dA_M55.pdb     -116.567407 kBT
387dA_M401.pdb     -87.140958 kBT
387dA_M150.pdb     -118.074936 kBT
387dA_M224.pdb     -100.637188 kBT
387dA_M300.pdb     -103.033043 kBT
387dA_M124.pdb     -97.485475 kBT
387dA_M325.pdb     -73.161038 kBT
387dA_M351.pdb     -114.390100 kBT
387dA_M169.pdb     -91.027882 kBT
387dA_M98.pdb     -101.720003 kBT
387dA_M380.pdb     -110.258179 kBT
387dA_M29.pdb     -113.845097 kBT
387dA_M408.pdb     -103.088630 kBT
387dA_M481.pdb     -87.519868 kBT
387dA_M60.pdb     -118.586981 kBT
387dA_M237.pdb     -74.172948 kBT
387dA_M212.pdb     -93.638276 kBT
387dA_M25.pdb     -132.309031 kBT
387dA_M278.pdb     -88.909653 kBT
387dA_M221.pdb     -115.312783 kBT
387dA_M149.pdb     -115.239243 kBT
387dA_M416.pdb     -111.333655 kBT
387dA_M330.pdb     -98.125081 kBT
387dA_M435.pdb     -93.445818 kBT
387dA_M203.pdb     -110.519088 kBT
387dA_M13.pdb     -146.901412 kBT
387dA_M198.pdb     -82.453516 kBT
387dA_M37.pdb     -129.114205 kBT
387dA_M62.pdb     -81.398312 kBT
387dA_M294.pdb     -73.657853 kBT
387dA_M105.pdb     -99.710002 kBT
387dA_M382.pdb     -81.847987 kBT
387dA_M417.pdb     -98.589660 kBT
387dA_M201.pdb     -88.232671 kBT
387dA_M65.pdb     -100.353964 kBT
387dA_M43.pdb     -116.281610 kBT
387dA_M41.pdb     -110.072023 kBT
387dA_M247.pdb     -89.635922 kBT
387dA_M71.pdb     -113.921523 kBT
387dA_M188.pdb     -125.913177 kBT
387dA_M232.pdb     -76.851846 kBT
387dA_M207.pdb     -99.534910 kBT
387dA_M130.pdb     -94.260956 kBT
387dA_M259.pdb     -87.744572 kBT
387dA_M268.pdb     -89.251123 kBT
387dA_M133.pdb     -107.877145 kBT
387dA_M172.pdb     -96.074060 kBT
387dA_M483.pdb     -88.603266 kBT
387dA_M241.pdb     -84.560075 kBT
387dA_M206.pdb     -86.420125 kBT
387dA_M31.pdb     -133.554529 kBT
387dA_M223.pdb     -93.263289 kBT
387dA_M356.pdb     -69.166271 kBT
387dA_M94.pdb     -108.231848 kBT
387dA_M355.pdb     -58.458400 kBT
387dA_M173.pdb     -103.422881 kBT
387dA_M471.pdb     -109.827058 kBT
387dA_M217.pdb     -107.754749 kBT
387dA_M260.pdb     -73.225605 kBT
387dA_M42.pdb     -143.216825 kBT
387dA_M242.pdb     -112.814125 kBT
387dA_M17.pdb     -133.811947 kBT
387dA_M266.pdb     -123.324582 kBT
387dA_M18.pdb     -158.130404 kBT
387dA_M211.pdb     -88.450816 kBT
387dA_M363.pdb     -117.147935 kBT
387dA_M302.pdb     -82.180804 kBT
387dA_M368.pdb     -68.428677 kBT
387dA_M403.pdb     -102.127391 kBT
387dA_M230.pdb     -92.183048 kBT
387dA_M362.pdb     -75.051701 kBT
387dA_M22.pdb     -132.880825 kBT
387dA_M264.pdb     -78.232730 kBT
387dA_M186.pdb     -96.681917 kBT
387dA_M208.pdb     -106.409840 kBT
387dA_M233.pdb     -133.256520 kBT
387dA_M274.pdb     -110.113913 kBT
387dA_M377.pdb     -96.458124 kBT
387dA_M153.pdb     -125.320475 kBT
387dA_M384.pdb     -105.020666 kBT
387dA_M204.pdb     -106.995071 kBT
387dA_M423.pdb     -85.665688 kBT
387dA_M254.pdb     -109.862275 kBT
387dA_M164.pdb     -120.089508 kBT
387dA_M14.pdb     -158.494880 kBT
387dA_M487.pdb     -96.553887 kBT
387dA_M192.pdb     -98.344980 kBT
387dA_M131.pdb     -129.897722 kBT
387dA_M16.pdb     -161.070094 kBT
387dA_M81.pdb     -87.106880 kBT
387dA_M407.pdb     -89.003150 kBT
387dA_M225.pdb     -78.560580 kBT
387dA_M161.pdb     -122.563368 kBT
387dA_M157.pdb     -95.656004 kBT
387dA_M108.pdb     -92.688887 kBT
387dA_M450.pdb     -80.350536 kBT
387dA_M235.pdb     -75.737165 kBT
387dA_M75.pdb     -114.662211 kBT
387dA_M167.pdb     -105.680475 kBT
387dA_M200.pdb     -116.719802 kBT
387dA_M425.pdb     -124.204756 kBT
387dA_M394.pdb     -60.307108 kBT
387dA_M262.pdb     -128.830903 kBT
387dA_M146.pdb     -102.272480 kBT
387dA_M434.pdb     -52.754497 kBT
387dA_M181.pdb     -88.512266 kBT
387dA_M70.pdb     -104.104015 kBT
387dA_M313.pdb     -118.118300 kBT
387dA_M96.pdb     -90.666226 kBT
387dA_M4.pdb     -163.786118 kBT
387dA_M35.pdb     -142.213747 kBT
387dA_M318.pdb     -89.760916 kBT
387dA_M193.pdb     -91.891923 kBT
387dA_M252.pdb     -115.950081 kBT
387dA_M52.pdb     -97.166409 kBT
387dA_M343.pdb     -106.744041 kBT
387dA_M466.pdb     -90.291117 kBT
387dA_M347.pdb     -112.713216 kBT
387dA_M374.pdb     -68.393914 kBT
387dA_M429.pdb     -114.426894 kBT
387dA_M350.pdb     -80.449356 kBT
387dA_M441.pdb     -85.354451 kBT
387dA_M396.pdb     -75.197763 kBT
387dA_M443.pdb     -89.503484 kBT
387dA_M438.pdb     -74.192785 kBT
387dA_M397.pdb     -105.218546 kBT
387dA_M102.pdb     -102.808236 kBT
