R1136TS392_2.pdb     -1158.057123 kBT
R1136TS147_2.pdb     -916.162165 kBT
R1136TS235_5.pdb     -726.851675 kBT
R1136TS416_4.pdb     -1216.801926 kBT
R1136TS119_4.pdb     -1305.875935 kBT
R1136TS131_3.pdb     -413.752205 kBT
R1136TS434_4.pdb     -910.200124 kBT
R1136TS125_4.pdb     -1216.801926 kBT
R1136TS147_1.pdb     -936.535123 kBT
R1136TS097_1.pdb     -448.786113 kBT
R1136TS076_3.pdb     -1271.410534 kBT
R1136TS125_1.pdb     -1272.752445 kBT
R1136TS097_5.pdb     -448.786113 kBT
R1136TS245_4.pdb     -960.420143 kBT
R1136TS444_3.pdb     -1320.685667 kBT
R1136TS248_3.pdb     -821.542459 kBT
R1136TS131_4.pdb     -413.201957 kBT
R1136TS177_1.pdb     -1140.208664 kBT
R1136TS470_2.pdb     -1485.517807 kBT
R1136TS128_4.pdb     -1193.050481 kBT
R1136TS227_4.pdb     -927.232928 kBT
R1136TS347_4.pdb     -1392.499502 kBT
R1136TS229_1.pdb     -1302.331653 kBT
R1136TS227_5.pdb     -928.122697 kBT
R1136TS456_5.pdb     -1392.499502 kBT
R1136TS439_5.pdb     -1243.926819 kBT
R1136TS054_4.pdb     -1134.497834 kBT
R1136TS029_2.pdb     -1191.574866 kBT
R1136TS470_4.pdb     -1338.683057 kBT
R1136TS125_5.pdb     -1204.140336 kBT
R1136TS035_2.pdb     -813.043643 kBT
R1136TS128_5.pdb     -1153.780232 kBT
R1136TS444_2.pdb     -1046.178546 kBT
R1136TS229_2.pdb     -1289.044640 kBT
R1136TS119_3.pdb     -1277.512629 kBT
R1136TS128_2.pdb     -1117.056822 kBT
R1136TS434_2.pdb     -929.147464 kBT
R1136TS232_1.pdb     -1393.366369 kBT
R1136TS110_5.pdb     -1018.909355 kBT
R1136TS347_1.pdb     -1392.499502 kBT
R1136TS439_4.pdb     -1216.801926 kBT
R1136TS245_5.pdb     -1024.931624 kBT
R1136TS235_3.pdb     -1216.710877 kBT
R1136TS439_1.pdb     -1302.331653 kBT
R1136TS054_1.pdb     -1160.676342 kBT
R1136TS076_1.pdb     -1303.537191 kBT
R1136TS119_2.pdb     -1269.412034 kBT
R1136TS097_4.pdb     -448.786113 kBT
R1136TS325_3.pdb     -1392.499502 kBT
R1136TS029_1.pdb     -993.970731 kBT
R1136TS125_3.pdb     -1189.910850 kBT
R1136TS248_1.pdb     -810.970028 kBT
R1136TS081_5.pdb     -1190.418280 kBT
R1136TS489_1.pdb     -1320.685667 kBT
R1136TS029_3.pdb     -1023.679655 kBT
R1136TS035_1.pdb     -813.371321 kBT
R1136TS385_1.pdb     -1046.178546 kBT
R1136TS325_4.pdb     -1392.499502 kBT
