R1116TS470_5.pdb     -450.160564 kBT
R1116TS239_4.pdb     -518.478589 kBT
R1116TS110_1.pdb     -593.003222 kBT
R1116TS434_1.pdb     -431.669670 kBT
R1116TS392_5.pdb     -435.070318 kBT
R1116TS081_3.pdb     -565.934050 kBT
R1116TS125_1.pdb     -582.894264 kBT
R1116TS239_3.pdb     -521.857170 kBT
R1116TS054_4.pdb     -523.617442 kBT
R1116TS416_3.pdb     -508.419215 kBT
R1116TS434_2.pdb     -383.718269 kBT
R1116TS081_1.pdb     -533.488779 kBT
R1116TS285_1.pdb     -462.774299 kBT
R1116TS110_2.pdb     -579.116174 kBT
R1116TS239_2.pdb     -540.176082 kBT
R1116TS091_3.pdb     -188.962145 kBT
R1116TS076_3.pdb     -585.866907 kBT
R1116TS035_4.pdb     -584.120863 kBT
R1116TS392_3.pdb     -445.119559 kBT
R1116TS091_2.pdb     -222.773389 kBT
R1116TS125_3.pdb     -567.841040 kBT
R1116TS232_4.pdb     -622.704359 kBT
