R1126TS029_3.pdb     -1116.319871 kBT
R1126TS287_1.pdb     -660.856714 kBT
R1126TS416_5.pdb     -988.619284 kBT
R1126TS119_4.pdb     -1198.123827 kBT
R1126TS239_2.pdb     -1135.579266 kBT
R1126TS081_1.pdb     -1150.910539 kBT
R1126TS385_1.pdb     -967.467986 kBT
R1126TS097_1.pdb     -442.690719 kBT
R1126TS185_1.pdb     -1227.839405 kBT
R1126TS238_2.pdb     -1075.401399 kBT
R1126TS125_2.pdb     -1152.673979 kBT
R1126TS245_3.pdb     -895.470137 kBT
R1126TS434_3.pdb     -864.646750 kBT
R1126TS185_5.pdb     -1246.273046 kBT
R1126TS245_1.pdb     -967.467986 kBT
R1126TS125_1.pdb     -1115.468283 kBT
R1126TS439_1.pdb     -1249.958102 kBT
R1126TS470_4.pdb     -1130.836815 kBT
R1126TS470_5.pdb     -1316.726647 kBT
R1126TS416_3.pdb     -769.069554 kBT
R1126TS248_3.pdb     -938.137586 kBT
R1126TS232_5.pdb     -1369.684169 kBT
R1126TS490_1.pdb     -893.302237 kBT
R1126TS229_2.pdb     -1281.765362 kBT
R1126TS287_2.pdb     -964.577746 kBT
R1126TS470_3.pdb     -1115.327754 kBT
R1126TS439_4.pdb     -1193.842420 kBT
R1126TS185_2.pdb     -1214.956247 kBT
R1126TS035_4.pdb     -1021.277636 kBT
R1126TS185_4.pdb     -1247.357866 kBT
R1126TS227_5.pdb     -915.765972 kBT
R1126TS490_3.pdb     -938.137586 kBT
R1126TS239_3.pdb     -1281.765362 kBT
R1126TS248_2.pdb     -916.606682 kBT
