R1138TS076_3.pdb     -1937.793285 kBT
R1138TS147_3.pdb     -1641.150664 kBT
R1138TS081_5.pdb     -2248.723504 kBT
R1138TS470_1.pdb     -3746.766057 kBT
R1138TS392_4.pdb     -2193.411555 kBT
R1138TS227_2.pdb     -1822.913743 kBT
R1138TS229_2.pdb     -7358.585491 kBT
R1138TS238_3.pdb     -4719.851815 kBT
R1138TS128_3.pdb     -2443.058583 kBT
R1138TS248_2.pdb     -1609.597799 kBT
R1138TS035_3.pdb     -1575.641871 kBT
R1138TS239_2.pdb     -2494.185894 kBT
R1138TS125_2.pdb     -2404.180115 kBT
R1138TS245_1.pdb     -1855.981111 kBT
R1138TS287_1.pdb     -2303.994056 kBT
R1138TS081_4.pdb     -2293.944516 kBT
R1138TS125_5.pdb     -2392.857909 kBT
R1138TS185_2.pdb     -1846.260648 kBT
R1138TS125_3.pdb     -2468.852007 kBT
R1138TS470_5.pdb     -3756.381422 kBT
R1138TS227_1.pdb     -1657.363645 kBT
R1138TS287_5.pdb     -1827.797514 kBT
R1138TS232_4.pdb     -2803.732158 kBT
R1138TS489_4.pdb     -3414.355895 kBT
R1138TS434_4.pdb     -1648.966117 kBT
R1138TS416_1.pdb     -2465.718212 kBT
R1138TS185_4.pdb     -1987.334318 kBT
R1138TS229_5.pdb     -2540.972573 kBT
R1138TS248_1.pdb     -1596.490609 kBT
R1138TS248_3.pdb     -1575.641871 kBT
R1138TS232_1.pdb     -2752.683095 kBT
R1138TS128_5.pdb     -2167.403827 kBT
R1138TS035_5.pdb     -1590.962754 kBT
R1138TS131_5.pdb     -757.610142 kBT
R1138TS239_3.pdb     -2540.972573 kBT
R1138TS416_2.pdb     -2494.185894 kBT
R1138TS235_2.pdb     -1942.321763 kBT
R1138TS076_4.pdb     -1936.419314 kBT
R1138TS229_3.pdb     -2494.185894 kBT
R1138TS434_1.pdb     -1711.087665 kBT
R1138TS097_5.pdb     -833.957401 kBT
R1138TS131_1.pdb     -708.437121 kBT
R1138TS248_4.pdb     -1597.299433 kBT
R1138TS439_3.pdb     -2465.718212 kBT
R1138TS147_2.pdb     -1669.954969 kBT
R1138TS227_3.pdb     -1645.085321 kBT
R1138TS097_1.pdb     -842.967752 kBT
R1138TS232_2.pdb     -2740.603543 kBT
R1138TS054_3.pdb     -2511.670472 kBT
R1138TS076_2.pdb     -2465.718212 kBT
R1138TS232_5.pdb     -2846.320380 kBT
R1138TS245_2.pdb     -1918.376028 kBT
R1138TS177_1.pdb     -1430.033356 kBT
R1138TS035_4.pdb     -1597.299433 kBT
R1138TS227_5.pdb     -1714.892781 kBT
R1138TS097_2.pdb     -850.677674 kBT
R1138TS238_2.pdb     -1553.116376 kBT
R1138TS054_4.pdb     -2360.341082 kBT
R1138TS489_3.pdb     -3581.511651 kBT
R1138TS434_5.pdb     -1706.224261 kBT
R1138TS097_3.pdb     -832.197111 kBT
R1138TS054_5.pdb     -2578.601069 kBT
R1138TS392_1.pdb     -1908.647029 kBT
R1138TS470_3.pdb     -3474.889687 kBT
R1138TS439_1.pdb     -2392.857909 kBT
R1138TS125_4.pdb     -2472.807633 kBT
R1138TS128_1.pdb     -1909.466429 kBT
R1138TS470_4.pdb     -3668.838630 kBT
R1138TS489_1.pdb     -3391.037582 kBT
R1138TS385_1.pdb     -1855.981111 kBT
R1138TS035_2.pdb     -1609.597799 kBT
R1138TS076_5.pdb     -2518.817217 kBT
R1138TS248_5.pdb     -1590.962754 kBT
R1138TS185_1.pdb     -1937.173675 kBT
R1138TS392_2.pdb     -2246.886836 kBT
R1138TS131_4.pdb     -741.942794 kBT
R1138TS238_4.pdb     1219.566258 kBT
R1138TS392_5.pdb     -2236.158630 kBT
R1138TS287_3.pdb     -2104.918721 kBT
R1138TS416_4.pdb     -2518.817217 kBT
R1138TS238_1.pdb     65.249317 kBT
R1138TS287_2.pdb     -1797.769584 kBT
R1138TS054_1.pdb     -2635.432146 kBT
R1138TS054_2.pdb     -2410.259466 kBT
R1138TS439_2.pdb     -2404.180115 kBT
R1138TS489_2.pdb     -3618.213152 kBT
R1138TS081_2.pdb     -2382.673420 kBT
R1138TS434_3.pdb     -1713.286098 kBT
